PassengerId,Pclass,SibSp,Parch,Fare_Bin,Num_family,Age_Bin,Sex_0,Sex_1,Embarked_0,Embarked_1,Embarked_2,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Title_6,Survived
324,2,6,2,0,1,1,False,True,False,False,True,False,False,True,False,False,False,False,0.0
330,2,2,0,0,3,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
334,0,1,0,3,2,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
335,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
347,2,1,0,0,2,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
351,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
354,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
358,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
359,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
364,2,1,0,0,2,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
367,2,0,0,0,0,3,True,False,True,False,False,False,False,False,True,False,False,False,1.0
368,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
375,0,1,0,2,2,3,True,False,True,False,False,False,False,False,True,False,False,False,1.0
384,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
388,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
409,2,3,1,0,5,0,True,False,False,False,True,False,False,False,False,True,False,False,0.0
410,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
411,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
413,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
415,2,0,0,0,0,3,True,False,False,False,True,False,False,False,True,False,False,False,0.0
420,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
425,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
428,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
431,2,1,0,0,2,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
444,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,1.0
451,2,1,0,0,2,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
454,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
457,0,1,0,1,2,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
459,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
464,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
466,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
468,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
470,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
475,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
481,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
485,2,3,1,0,5,0,True,False,False,False,True,False,False,False,False,True,False,False,0.0
490,2,1,0,0,2,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
495,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
497,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
502,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,0.0
507,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,1.0
511,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
517,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
522,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
524,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
527,0,0,0,2,0,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
531,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
533,2,0,2,0,3,2,True,False,True,False,False,False,False,False,True,False,False,False,1.0
538,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
547,1,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,1.0
552,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
557,0,0,0,2,0,4,False,True,True,False,False,False,False,True,False,False,False,False,0.0
560,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
563,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
564,2,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,0.0
568,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
573,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
578,2,1,0,0,2,2,True,False,True,False,False,False,False,False,True,False,False,False,0.0
584,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
589,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
593,2,0,2,0,3,0,True,False,False,True,False,False,False,False,False,True,False,False,0.0
596,1,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,1.0
598,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
601,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
602,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
611,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
612,2,1,0,0,2,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
613,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
629,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
633,0,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
639,2,1,0,0,2,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
643,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,1.0
648,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
650,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
653,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
656,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
667,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
669,0,1,0,1,2,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
674,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
680,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,0.0
692,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,1.0
697,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
709,2,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,True,False,1.0
711,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
718,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
727,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,1.0
732,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
738,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
739,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
740,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,1.0
760,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
766,0,0,0,1,0,3,False,True,True,False,False,True,False,False,False,False,False,False,0.0
768,2,1,0,0,2,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
773,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
776,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
778,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
783,2,1,2,0,4,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
790,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
792,2,6,2,0,1,1,True,False,False,False,True,False,False,False,False,True,False,False,0.0
793,0,0,0,1,0,4,False,True,True,False,False,False,False,True,False,False,False,False,0.0
815,0,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
825,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,0.0
826,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
828,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,1.0
832,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
837,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
839,0,0,0,1,0,4,False,True,True,False,False,False,False,True,False,False,False,False,1.0
846,2,6,2,0,1,1,False,True,False,False,True,False,False,True,False,False,False,False,0.0
849,0,1,0,2,2,3,True,False,True,False,False,False,False,False,True,False,False,False,1.0
859,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
863,2,6,2,0,1,1,True,False,False,False,True,False,False,False,False,True,False,False,0.0
868,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
878,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
888,2,1,2,0,4,0,True,False,False,False,True,False,False,False,False,True,False,False,0.0
901,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
913,0,0,0,1,0,4,True,False,False,False,True,False,False,False,True,False,False,False,
920,2,2,0,0,3,2,False,True,True,False,False,False,False,True,False,False,False,False,
924,2,1,2,0,4,3,True,False,False,False,True,False,False,False,True,False,False,False,
927,2,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,
930,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
932,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,
938,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
945,1,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
949,2,1,0,0,2,2,False,True,False,False,True,False,False,True,False,False,False,False,
956,1,0,0,0,0,3,True,False,False,False,True,False,False,False,True,False,False,False,
967,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
974,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
975,1,0,0,0,0,4,False,True,False,True,False,False,False,True,False,False,False,False,
976,2,1,0,0,2,2,False,True,True,False,False,False,False,True,False,False,False,False,
979,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
982,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
984,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
993,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
998,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
999,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1002,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1007,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1012,2,1,0,0,2,3,False,True,False,True,False,False,False,True,False,False,False,False,
1015,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1018,2,2,0,0,3,2,True,False,False,True,False,False,False,False,False,True,False,False,
1023,2,0,4,0,5,3,True,False,False,False,True,False,False,False,True,False,False,False,
1024,2,1,0,0,2,2,False,True,True,False,False,False,False,True,False,False,False,False,
1037,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,
1039,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,
1042,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1051,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1054,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1059,0,0,0,1,0,4,True,False,True,False,False,False,False,False,True,False,False,False,
1061,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1064,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1074,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1079,2,6,2,0,1,1,True,False,False,False,True,False,False,False,False,True,False,False,
1082,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,
1090,2,0,0,0,0,3,True,False,False,False,True,False,False,False,True,False,False,False,
1091,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1096,0,0,0,1,0,4,False,True,True,False,False,False,False,True,False,False,False,False,
1102,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1107,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1110,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1116,2,0,2,0,3,2,True,False,True,False,False,False,False,False,True,False,False,False,
1118,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1124,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1134,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1135,2,1,2,0,4,0,False,True,False,False,True,False,False,False,False,False,True,False,
1140,2,1,0,0,2,2,True,False,True,False,False,False,False,False,True,False,False,False,
1146,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1147,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1156,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1157,0,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,
1158,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1159,2,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,
1162,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1164,2,1,0,0,2,2,True,False,False,True,False,False,False,False,False,True,False,False,
1165,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1173,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1177,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1179,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1180,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1181,0,0,0,1,0,4,False,True,False,False,True,False,False,True,False,False,False,False,
1183,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1188,2,2,0,0,3,2,False,True,True,False,False,False,False,True,False,False,False,False,
1192,1,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1195,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1203,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1223,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,
1230,2,0,0,0,0,1,False,True,True,False,False,False,False,False,False,False,True,False,
1233,2,1,7,0,1,3,False,True,False,False,True,False,False,True,False,False,False,False,
1235,2,1,1,0,3,0,False,True,False,False,True,False,False,False,False,False,True,False,
1248,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1249,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1256,2,1,7,0,1,3,True,False,False,False,True,False,False,False,True,False,False,False,
1257,2,1,0,0,2,2,False,True,True,False,False,False,False,True,False,False,False,False,
1271,2,0,0,0,0,3,False,True,False,True,False,False,False,True,False,False,False,False,
1273,2,0,0,0,0,3,True,False,False,False,True,False,False,False,True,False,False,False,
1275,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,
1299,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1301,2,0,0,0,0,2,True,False,False,True,False,False,False,False,False,True,False,False,
1304,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1307,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,
1308,2,1,1,0,3,0,False,True,True,False,False,False,False,False,False,False,True,False,
0,2,1,0,0,2,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
1,0,1,0,1,2,3,True,False,True,False,False,False,False,False,True,False,False,False,1.0
2,2,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,1.0
3,0,1,0,1,2,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
4,2,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
6,0,0,0,1,0,5,False,True,False,False,True,False,False,True,False,False,False,False,0.0
7,2,3,1,0,5,0,False,True,False,False,True,False,False,False,False,False,True,False,0.0
8,2,0,2,0,3,2,True,False,False,False,True,False,False,False,True,False,False,False,1.0
9,1,1,0,0,2,1,True,False,True,False,False,False,False,False,True,False,False,False,1.0
10,2,1,1,0,3,0,True,False,False,False,True,False,False,False,False,True,False,False,1.0
11,0,0,0,1,0,5,True,False,False,False,True,False,False,False,False,True,False,False,1.0
12,2,0,0,0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,0.0
13,2,1,5,0,7,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
14,2,0,0,0,0,1,True,False,False,False,True,False,False,False,False,True,False,False,0.0
15,1,0,0,0,0,5,True,False,False,False,True,False,False,False,True,False,False,False,1.0
16,2,4,1,0,6,0,False,True,False,True,False,False,False,False,False,False,True,False,0.0
18,2,1,0,0,2,3,True,False,False,False,True,False,False,False,True,False,False,False,0.0
20,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
21,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,1.0
22,2,0,0,0,0,1,True,False,False,True,False,False,False,False,False,True,False,False,1.0
23,0,0,0,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,1.0
24,2,3,1,0,5,0,True,False,False,False,True,False,False,False,False,True,False,False,0.0
25,2,1,5,0,7,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
27,0,3,2,2,6,1,False,True,False,False,True,False,False,True,False,False,False,False,0.0
30,0,0,0,1,0,3,False,True,True,False,False,False,False,False,False,False,True,False,0.0
33,1,0,0,0,0,6,False,True,False,False,True,False,False,True,False,False,False,False,0.0
34,0,1,0,2,2,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
35,0,1,0,1,2,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
37,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
38,2,2,0,0,3,1,True,False,False,False,True,False,False,False,False,True,False,False,0.0
39,2,1,0,0,2,1,True,False,True,False,False,False,False,False,False,True,False,False,1.0
40,2,1,0,0,2,3,True,False,False,False,True,False,False,False,True,False,False,False,0.0
41,1,1,0,0,2,2,True,False,False,False,True,False,False,False,True,False,False,False,0.0
43,1,1,2,0,4,0,True,False,True,False,False,False,False,False,False,True,False,False,1.0
44,2,0,0,0,0,1,True,False,False,True,False,False,False,False,False,True,False,False,1.0
49,2,1,0,0,2,1,True,False,False,False,True,False,False,False,True,False,False,False,0.0
50,2,4,1,0,6,0,False,True,False,False,True,False,False,False,False,False,True,False,0.0
51,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
52,0,1,0,1,2,4,True,False,True,False,False,False,False,False,True,False,False,False,1.0
53,1,1,0,0,2,2,True,False,False,False,True,False,False,False,True,False,False,False,1.0
54,0,0,1,1,2,6,False,True,True,False,False,False,False,True,False,False,False,False,0.0
56,1,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,1.0
57,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
58,1,1,2,0,4,0,True,False,False,False,True,False,False,False,False,True,False,False,1.0
59,2,5,2,0,8,1,False,True,False,False,True,False,False,False,False,False,True,False,0.0
60,2,0,0,0,0,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
61,0,0,0,1,0,3,True,False,True,False,False,False,False,False,False,True,False,False,1.0
62,0,1,0,2,2,4,False,True,False,False,True,False,False,True,False,False,False,False,0.0
63,2,3,2,0,6,0,False,True,False,False,True,False,False,False,False,False,True,False,0.0
66,1,0,0,0,0,2,True,False,False,False,True,False,False,False,True,False,False,False,1.0
67,2,0,0,0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,0.0
68,2,4,2,0,7,1,True,False,False,False,True,False,False,False,False,True,False,False,1.0
69,2,2,0,0,3,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
70,1,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,0.0
71,2,5,2,0,8,1,True,False,False,False,True,False,False,False,False,True,False,False,0.0
72,1,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
73,2,1,0,0,2,2,False,True,True,False,False,False,False,True,False,False,False,False,0.0
74,2,0,0,0,0,3,False,True,False,False,True,False,False,True,False,False,False,False,1.0
75,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
78,1,0,2,0,3,0,False,True,False,False,True,False,False,False,False,False,True,False,1.0
79,2,0,0,0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,1.0
80,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
81,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,1.0
83,0,0,0,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
84,1,0,0,0,0,1,True,False,False,False,True,False,False,False,False,True,False,False,1.0
85,2,3,0,0,4,3,True,False,False,False,True,False,False,False,True,False,False,False,1.0
86,2,1,3,0,5,1,False,True,False,False,True,False,False,True,False,False,False,False,0.0
88,0,3,2,2,6,2,True,False,False,False,True,False,False,False,False,True,False,False,1.0
89,2,0,0,0,0,2,False,True,False,False,True,False,False,True,False,False,False,False,0.0
